2016-11-13 10:09:08,017 [Worker-20] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.EarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicApp:1.0.0 @ D:\J2EE\workspace\CS548\Assignment9\ClinicApp\pom.xml.
2016-11-14 06:07:33,274 [Worker-69] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 06:52:37,972 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 06:52:37,976 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 06:52:37,978 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 06:52:37,978 [Worker-86] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 06:59:57,862 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 06:59:57,865 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 06:59:57,867 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 06:59:57,867 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 07:00:23,705 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:00:23,707 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 07:00:23,709 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:00:23,710 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 07:00:29,230 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:00:29,233 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 07:00:29,235 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:00:29,235 [Worker-108] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 07:01:39,972 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:01:39,974 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 07:01:39,975 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:01:39,975 [Worker-109] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
2016-11-14 07:11:18,107 [Worker-121] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:11:18,109 [Worker-121] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2016-11-14 07:11:18,111 [Worker-121] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2016-11-14 07:11:18,111 [Worker-121] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\J2EE\workspace\CS548\Assignment9\ClinicDomain\src\test\resources
